timestamp,play_draw,card1,card2,card3,card4,card5,card6,card7,decision,source_file,keep,on_play
2026-04-14 22:58:20.239753,draw,Dalkovan Encampment,Seasoned Pyromancer,Galvanic Discharge,Arena of Glory,"Phlage, Titan of Fire's Fury",Sacred Foundry,Goblin Bombardment,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,0
2026-04-14 22:58:34.699280,play,Voice of Victory,Ocelot Pride,"Ajani, Nacatl Pariah",Galvanic Discharge,Arena of Glory,Ocelot Pride,Elegant Parlor,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,1
2026-04-14 22:58:40.836705,play,Goblin Bombardment,Marsh Flats,"Ragavan, Nimble Pilferer",Flooded Strand,Mountain,Thraben Charm,The Legend of Roku,keep,20260415T045901Z_243a04e6-bd1a-4a3b-8fef-14d698820a49_anonymous_20260414_225145.csv,1,1
2026-04-15 10:43:46.044732,draw,Marsh Flats,Goblin Bombardment,Goblin Bombardment,Arid Mesa,"Phlage, Titan of Fire's Fury",Goblin Bombardment,Voice of Victory,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:43:49.811985,play,"Phlage, Titan of Fire's Fury",Guide of Souls,Arena of Glory,Galvanic Discharge,Arena of Glory,Sacred Foundry,Seasoned Pyromancer,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:43:53.268699,play,Galvanic Discharge,Blood Moon,"Phlage, Titan of Fire's Fury",Flooded Strand,Guide of Souls,Marsh Flats,Ocelot Pride,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:43:59.243558,play,Goblin Bombardment,Flooded Strand,Arid Mesa,Arena of Glory,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:44:00.959118,play,Blood Moon,"Ragavan, Nimble Pilferer",Goblin Bombardment,Galvanic Discharge,Thraben Charm,Seasoned Pyromancer,Ocelot Pride,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,1
2026-04-15 10:44:07.751405,draw,Goblin Bombardment,Mountain,"Ragavan, Nimble Pilferer",Flooded Strand,Voice of Victory,Ocelot Pride,Ocelot Pride,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:44:10.663290,draw,Seasoned Pyromancer,Arena of Glory,Goblin Bombardment,Elegant Parlor,Thraben Charm,Arena of Glory,Goblin Bombardment,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:44:13.738924,draw,Marsh Flats,Guide of Souls,Sacred Foundry,"Ajani, Nacatl Pariah",Voice of Victory,Flooded Strand,Elegant Parlor,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:44:19.346157,draw,"Ragavan, Nimble Pilferer",Goblin Bombardment,Ocelot Pride,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Flooded Strand,Marsh Flats,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:44:20.912869,draw,"Ragavan, Nimble Pilferer",Thraben Charm,The Legend of Roku,Goblin Bombardment,Goblin Bombardment,"Ajani, Nacatl Pariah",Arena of Glory,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:44:23.386902,play,"Ragavan, Nimble Pilferer",Plains,Plains,Galvanic Discharge,Goblin Bombardment,Sacred Foundry,"Ajani, Nacatl Pariah",keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:44:24.870230,play,Goblin Bombardment,Goblin Bombardment,Thraben Charm,"Ragavan, Nimble Pilferer",Ocelot Pride,"Ajani, Nacatl Pariah",Ocelot Pride,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,1
2026-04-15 10:44:29.715778,play,Goblin Bombardment,Arid Mesa,Guide of Souls,Galvanic Discharge,Dalkovan Encampment,"Ajani, Nacatl Pariah",Galvanic Discharge,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:44:31.625193,draw,"Ajani, Nacatl Pariah",Arid Mesa,"Phlage, Titan of Fire's Fury",Thraben Charm,Guide of Souls,"Phlage, Titan of Fire's Fury",Thraben Charm,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:44:32.896419,play,Voice of Victory,Guide of Souls,Goblin Bombardment,Arena of Glory,"Ragavan, Nimble Pilferer",Galvanic Discharge,Voice of Victory,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,1
2026-04-15 10:44:36.001314,play,Marsh Flats,The Legend of Roku,Ocelot Pride,Marsh Flats,Plains,Arena of Glory,Galvanic Discharge,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,1
2026-04-15 10:44:38.852929,draw,Seasoned Pyromancer,Flooded Strand,Seasoned Pyromancer,Galvanic Discharge,"Ragavan, Nimble Pilferer",Ocelot Pride,Sacred Foundry,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:44:41.672676,play,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Arid Mesa,Sacred Foundry,Galvanic Discharge,Ocelot Pride,Goblin Bombardment,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:44:44.162517,draw,Flooded Strand,"Ragavan, Nimble Pilferer","Phlage, Titan of Fire's Fury",Mountain,Marsh Flats,Ocelot Pride,Thraben Charm,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:44:46.421411,play,"Ragavan, Nimble Pilferer",Flooded Strand,"Ragavan, Nimble Pilferer",Arena of Glory,Marsh Flats,Plains,Ocelot Pride,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:44:48.079559,draw,"Ragavan, Nimble Pilferer",Seasoned Pyromancer,Marsh Flats,Marsh Flats,Galvanic Discharge,Marsh Flats,"Ajani, Nacatl Pariah",keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:44:52.489481,draw,Thraben Charm,Plains,Flooded Strand,Goblin Bombardment,Arena of Glory,Galvanic Discharge,"Phlage, Titan of Fire's Fury",mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:44:55.815654,draw,Guide of Souls,Thraben Charm,Sacred Foundry,Arena of Glory,"Phlage, Titan of Fire's Fury",Galvanic Discharge,Arid Mesa,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:44:58.792312,draw,"Phlage, Titan of Fire's Fury",Galvanic Discharge,Thraben Charm,Plains,Galvanic Discharge,Guide of Souls,Guide of Souls,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:45:00.716868,play,Arid Mesa,Marsh Flats,Guide of Souls,Elegant Parlor,Arid Mesa,Voice of Victory,Ocelot Pride,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:45:05.424406,play,"Phlage, Titan of Fire's Fury",Blood Moon,Thraben Charm,Thraben Charm,Guide of Souls,Marsh Flats,Flooded Strand,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:45:07.379576,play,"Ajani, Nacatl Pariah",Seasoned Pyromancer,Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Elegant Parlor,Goblin Bombardment,The Legend of Roku,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,1
2026-04-15 10:45:09.715699,play,Seasoned Pyromancer,Arid Mesa,Mountain,Guide of Souls,Ocelot Pride,Arid Mesa,Galvanic Discharge,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:45:12.031379,play,Flooded Strand,"Ajani, Nacatl Pariah",Galvanic Discharge,"Ajani, Nacatl Pariah",Arid Mesa,Elegant Parlor,Plains,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:45:14.691600,play,Guide of Souls,Dalkovan Encampment,Seasoned Pyromancer,Galvanic Discharge,Seasoned Pyromancer,"Ragavan, Nimble Pilferer",Elegant Parlor,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,1
2026-04-15 10:45:17.439587,draw,"Phlage, Titan of Fire's Fury",Sacred Foundry,"Ajani, Nacatl Pariah",Galvanic Discharge,Marsh Flats,Goblin Bombardment,"Ragavan, Nimble Pilferer",keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:45:19.959695,draw,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Elegant Parlor,Arid Mesa,Guide of Souls,Dalkovan Encampment,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:45:23.307529,draw,Marsh Flats,Thraben Charm,Arena of Glory,Goblin Bombardment,Guide of Souls,Thraben Charm,Arid Mesa,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:45:29.664175,draw,Voice of Victory,Ocelot Pride,Marsh Flats,"Phlage, Titan of Fire's Fury",The Legend of Roku,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:45:31.752605,draw,Ocelot Pride,Arena of Glory,Voice of Victory,Guide of Souls,Arena of Glory,Guide of Souls,"Ajani, Nacatl Pariah",mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:45:33.536192,draw,Galvanic Discharge,Galvanic Discharge,Marsh Flats,Sacred Foundry,Thraben Charm,Thraben Charm,Elegant Parlor,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:45:36.005407,play,Elegant Parlor,Goblin Bombardment,The Legend of Roku,Flooded Strand,Thraben Charm,Plains,Sacred Foundry,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,1
2026-04-15 10:45:40.772879,draw,Galvanic Discharge,Galvanic Discharge,The Legend of Roku,"Ragavan, Nimble Pilferer",Mountain,Marsh Flats,Marsh Flats,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:45:43.208366,draw,Plains,Thraben Charm,Arena of Glory,Blood Moon,"Phlage, Titan of Fire's Fury",Marsh Flats,Seasoned Pyromancer,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:45:47.771339,draw,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer","Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Guide of Souls,Sacred Foundry,Arid Mesa,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,0
2026-04-15 10:45:51.092137,play,Voice of Victory,"Phlage, Titan of Fire's Fury",Ocelot Pride,Flooded Strand,Marsh Flats,Goblin Bombardment,"Ajani, Nacatl Pariah",keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:45:55.145526,play,Flooded Strand,Dalkovan Encampment,Seasoned Pyromancer,Guide of Souls,"Ragavan, Nimble Pilferer",Arid Mesa,Galvanic Discharge,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:45:57.647130,play,Marsh Flats,Sacred Foundry,Sacred Foundry,"Ragavan, Nimble Pilferer",Ocelot Pride,Sacred Foundry,Seasoned Pyromancer,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:45:59.870339,draw,Thraben Charm,Guide of Souls,Ocelot Pride,"Phlage, Titan of Fire's Fury",Ocelot Pride,"Phlage, Titan of Fire's Fury",Sacred Foundry,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:46:02.117920,play,Guide of Souls,Ocelot Pride,"Phlage, Titan of Fire's Fury",Mountain,Elegant Parlor,Flooded Strand,"Ragavan, Nimble Pilferer",keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:46:09.890009,draw,Galvanic Discharge,Goblin Bombardment,Thraben Charm,Elegant Parlor,Flooded Strand,Ocelot Pride,Elegant Parlor,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,0
2026-04-15 10:46:19.234437,play,Goblin Bombardment,Flooded Strand,Arena of Glory,"Phlage, Titan of Fire's Fury",Galvanic Discharge,The Legend of Roku,Mountain,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:46:21.944739,play,Plains,Guide of Souls,Arid Mesa,Ocelot Pride,Goblin Bombardment,Seasoned Pyromancer,Galvanic Discharge,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:46:25.807220,play,Goblin Bombardment,Voice of Victory,"Ajani, Nacatl Pariah",Thraben Charm,Sacred Foundry,Thraben Charm,Arena of Glory,keep,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,1,1
2026-04-15 10:46:28.775368,play,Galvanic Discharge,Goblin Bombardment,Goblin Bombardment,Elegant Parlor,Blood Moon,Galvanic Discharge,Elegant Parlor,mulligan,20260415T154629Z_e6148194-a807-4d42-ae63-3e876b0f1028_london_20260415_104340.csv,0,1
2026-04-15 13:26:23.650210,play,Mountain,Galvanic Discharge,Marsh Flats,Marsh Flats,Guide of Souls,"Ajani, Nacatl Pariah",Marsh Flats,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,1
2026-04-15 13:26:28.304367,play,"Phlage, Titan of Fire's Fury",Goblin Bombardment,Marsh Flats,Elegant Parlor,Guide of Souls,Arid Mesa,Ocelot Pride,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,1
2026-04-15 13:26:32.444972,play,Thraben Charm,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,"Ajani, Nacatl Pariah","Phlage, Titan of Fire's Fury",Blood Moon,Seasoned Pyromancer,mulligan,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,0,1
2026-04-15 13:26:39.344127,draw,Flooded Strand,Ocelot Pride,"Phlage, Titan of Fire's Fury","Ajani, Nacatl Pariah",The Legend of Roku,Galvanic Discharge,Flooded Strand,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,0
2026-04-15 13:26:53.578068,draw,Seasoned Pyromancer,"Ragavan, Nimble Pilferer",Ocelot Pride,Guide of Souls,Plains,Goblin Bombardment,Voice of Victory,mulligan,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,0,0
2026-04-15 13:27:00.237899,draw,Sacred Foundry,Galvanic Discharge,Ocelot Pride,Thraben Charm,Ocelot Pride,Guide of Souls,"Ajani, Nacatl Pariah",mulligan,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,0,0
2026-04-15 13:27:02.592552,draw,Elegant Parlor,Marsh Flats,Dalkovan Encampment,Arid Mesa,Arena of Glory,Arid Mesa,Thraben Charm,mulligan,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,0,0
2026-04-15 13:27:07.933750,draw,"Ajani, Nacatl Pariah",Flooded Strand,Goblin Bombardment,Sacred Foundry,Ocelot Pride,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,0
2026-04-15 13:27:11.706427,draw,Elegant Parlor,Arid Mesa,Marsh Flats,Marsh Flats,Guide of Souls,Flooded Strand,Arid Mesa,mulligan,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,0,0
2026-04-15 13:27:22.987321,play,Marsh Flats,Thraben Charm,"Ajani, Nacatl Pariah",Seasoned Pyromancer,Thraben Charm,Arena of Glory,Sacred Foundry,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,1
2026-04-15 13:27:29.099485,draw,Arena of Glory,Plains,Mountain,Flooded Strand,Goblin Bombardment,The Legend of Roku,Guide of Souls,mulligan,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,0,0
2026-04-15 13:27:32.199301,play,Galvanic Discharge,Guide of Souls,Seasoned Pyromancer,Flooded Strand,Ocelot Pride,Arena of Glory,Marsh Flats,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,1
2026-04-15 13:27:38.499263,draw,Thraben Charm,Plains,"Phlage, Titan of Fire's Fury",Marsh Flats,Seasoned Pyromancer,Goblin Bombardment,Elegant Parlor,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,0
2026-04-15 13:27:43.182276,draw,Arid Mesa,Galvanic Discharge,Ocelot Pride,Galvanic Discharge,Goblin Bombardment,Marsh Flats,Sacred Foundry,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,0
2026-04-15 13:27:46.299818,play,Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,Flooded Strand,Voice of Victory,Sacred Foundry,Elegant Parlor,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,1
2026-04-15 13:27:48.886933,draw,Goblin Bombardment,Arid Mesa,"Ragavan, Nimble Pilferer",Galvanic Discharge,Marsh Flats,Guide of Souls,Goblin Bombardment,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,0
2026-04-15 13:27:51.962232,draw,"Ajani, Nacatl Pariah",Goblin Bombardment,Goblin Bombardment,Thraben Charm,Ocelot Pride,Arid Mesa,Mountain,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,0
2026-04-15 13:27:56.556209,draw,Sacred Foundry,Arid Mesa,Arena of Glory,"Ajani, Nacatl Pariah",Ocelot Pride,Goblin Bombardment,"Ragavan, Nimble Pilferer",keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,0
2026-04-15 13:28:00.092411,play,Marsh Flats,Arid Mesa,Seasoned Pyromancer,Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Thraben Charm,Arid Mesa,mulligan,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,0,1
2026-04-15 13:28:03.133694,draw,Guide of Souls,"Phlage, Titan of Fire's Fury",Elegant Parlor,"Ajani, Nacatl Pariah",Galvanic Discharge,Ocelot Pride,"Phlage, Titan of Fire's Fury",mulligan,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,0,0
2026-04-15 13:28:22.328646,draw,Goblin Bombardment,Arena of Glory,Elegant Parlor,Thraben Charm,"Ragavan, Nimble Pilferer","Ajani, Nacatl Pariah",Guide of Souls,keep,20260415T182913Z_ad0452b0-086b-493c-9d73-13c6e51d1fec_TheColorOfBoom_20260415_132616.csv,1,0
